agent_name	grounding	other_mapping	cui
phenothiazines	('CHEBI', 'CHEBI:38093')	{'CHEBI': 'CHEBI:38093', 'TEXT': 'phenothiazines', 'MESH': 'D010640'}	C0031436
Collagen	('CHEBI', 'CHEBI:3815')	{'MESH': 'D003094', 'CHEBI': 'CHEBI:3815', 'CAS': '9064-67-9', 'TEXT': 'collagen'}	C0009325
chelator	('CHEBI', 'CHEBI:38161')	{'CHEBI': 'CHEBI:38161', 'TEXT': 'chelator', 'MESH': 'D002614'}	C0007974
calcium channel blocker	('CHEBI', 'CHEBI:38215')	{'CHEBI': 'CHEBI:38215', 'TEXT': 'calcium channel blocker', 'MESH': 'D002121'}	C0006684
pheophorbide a	('CHEBI', 'CHEBI:38257')	{'CHEBI': 'CHEBI:38257', 'TEXT': 'pheophorbide a', 'CHEMBL': 'CHEMBL510103', 'PUBCHEM': '253193', 'CAS': '15664-29-6'}	C0070716
rosuvastatin	('CHEBI', 'CHEBI:38545')	{'CHEBI': 'CHEBI:38545', 'TEXT': 'Rosuvastatin', 'CAS': '287714-41-4', 'DRUGBANK': 'DB01098', 'HMDB': 'HMDB0015230', 'CHEMBL': 'CHEMBL1496', 'PUBCHEM': '446157'}	C0965129
rosuvastatin	('CHEBI', 'CHEBI:38545')	{'CHEBI': 'CHEBI:38545', 'TEXT': 'rosuvastatin', 'CAS': '287714-41-4', 'DRUGBANK': 'DB01098', 'HMDB': 'HMDB0015230', 'CHEMBL': 'CHEMBL1496', 'PUBCHEM': '446157'}	C0965129
anthocyanidin	('CHEBI', 'CHEBI:38695')	{'CHEBI': 'CHEBI:38695', 'TEXT': 'anthocyanidin'}	C0175820
taxifolin	('CHEBI', 'CHEBI:38747')	{'CHEBI': 'CHEBI:38747', 'TEXT': 'taxifolin', 'CHEMBL': 'CHEMBL337309', 'HMDB': 'HMDB0125371', 'PUBCHEM': '471'}	C0075861
isoflavones	('CHEBI', 'CHEBI:38757')	{'CHEBI': 'CHEBI:38757', 'TEXT': 'isoflavones', 'MESH': 'D007529'}	C0022179
nonionic surfactant	('CHEBI', 'CHEBI:38828')	{'CHEBI': 'CHEBI:38828', 'TEXT': 'nonionic surfactant'}	C0360281
pyraclofos	('CHEBI', 'CHEBI:38876')	{'PUBCHEM': '93460', 'TEXT': 'voltage', 'CHEBI': 'CHEBI:38876', 'CAS': '77458-01-6'}	C0598352
pyrene	('CHEBI', 'CHEBI:39106')	{'CHEBI': 'CHEBI:39106', 'TEXT': 'pyrene', 'CHEMBL': 'CHEMBL279564', 'CAS': '129-00-0', 'HMDB': 'HMDB0042002', 'PUBCHEM': '31423'}	C0034243
curcumin	('CHEBI', 'CHEBI:3962')	{'CHEBI': 'CHEBI:3962', 'PUBCHEM': '969516', 'MESH': 'D003474', 'CHEMBL': 'CHEMBL140', 'CAS': '458-37-7', 'HMDB': 'HMDB0002269', 'DRUGBANK': 'DB11672', 'TEXT': 'curcumin'}	C0010467
curcumin	('CHEBI', 'CHEBI:3962')	{'CHEBI': 'CHEBI:3962', 'PUBCHEM': '969516', 'MESH': 'D003474', 'CHEMBL': 'CHEMBL140', 'CAS': '458-37-7', 'HMDB': 'HMDB0002269', 'DRUGBANK': 'DB11672', 'TEXT': 'Curcumin'}	C0010467
cyclophosphamide	('CHEBI', 'CHEBI:4027')	{'CHEBI': 'CHEBI:4027', 'TEXT': 'cyclophosphamide', 'HMDB': 'HMDB0014672', 'CHEMBL': 'CHEMBL88', 'PUBCHEM': '2907', 'DRUGBANK': 'DB00531', 'CAS': '50-18-0'}	C0010583
cyclosporin A	('CHEBI', 'CHEBI:4031')	{'CHEBI': 'CHEBI:4031', 'TEXT': 'Cyclosporin A', 'PUBCHEM': '5284373', 'DRUGBANK': 'DB00091', 'CHEMBL': 'CHEMBL160', 'CAS': '59865-13-3', 'MESH': 'D016572', 'HMS-LINCS': '10649'}	C0520680
cyclosporin A	('CHEBI', 'CHEBI:4031')	{'PUBCHEM': '5284373', 'CHEBI': 'CHEBI:4031', 'DRUGBANK': 'DB00091', 'CHEMBL': 'CHEMBL160', 'CAS': '59865-13-3', 'MESH': 'D016572', 'HMS-LINCS': '10649', 'TEXT': 'CsA'}	C0520680
cyclosporin A	('CHEBI', 'CHEBI:4031')	{'PUBCHEM': '5284373', 'TEXT': 'cyclosporine', 'DRUGBANK': 'DB00091', 'CHEMBL': 'CHEMBL160', 'CAS': '59865-13-3', 'MESH': 'D016572', 'HMS-LINCS': '10649', 'CHEBI': 'CHEBI:4031'}	C0520680
cytochrome	('CHEBI', 'CHEBI:4056')	{'CHEBI': 'CHEBI:4056', 'TEXT': 'cytochrome', 'MESH': 'D003580'}	C0010798
celecoxib	('CHEBI', 'CHEBI:41423')	{'PUBCHEM': '2662', 'CHEBI': 'CHEBI:41423', 'MESH': 'D000068579', 'CHEMBL': 'CHEMBL118', 'HMDB': 'HMDB0005014', 'CAS': '169590-42-5', 'HMS-LINCS': '10503', 'DRUGBANK': 'DB00482', 'TEXT': 'celecoxib'}	C0538927
tamoxifen	('CHEBI', 'CHEBI:41774')	{'CHEBI': 'CHEBI:41774', 'TEXT': 'Tamoxifen', 'CHEMBL': 'CHEMBL83', 'CAS': '10540-29-1', 'DRUGBANK': 'DB00675', 'PUBCHEM': '2733526', 'HMDB': 'HMDB0014813', 'MESH': 'D013629'}	C0039286
dexamethasone	('CHEBI', 'CHEBI:41879')	{'PUBCHEM': '5743', 'CHEBI': 'CHEBI:41879', 'CAS': '50-02-2', 'CHEMBL': 'CHEMBL384467', 'MESH': 'D003907', 'HMS-LINCS': '10625', 'HMDB': 'HMDB0015364', 'DRUGBANK': 'DB01234', 'TEXT': 'dexamethasone'}	C0011777
3,4-dihydroxyphenylacetic acid	('CHEBI', 'CHEBI:41941')	{'PUBCHEM': '547', 'TEXT': 'HAA', 'HMDB': 'HMDB0001336', 'CAS': '102-32-9', 'CHEMBL': 'CHEMBL1284', 'CHEBI': 'CHEBI:41941', 'MESH': 'D015102', 'DRUGBANK': 'DB01702'}	C1512423
daunorubicin	('CHEBI', 'CHEBI:41977')	{'CHEBI': 'CHEBI:41977', 'TEXT': 'daunorubicin', 'CAS': '20830-81-3', 'PUBCHEM': '30323', 'HMDB': 'HMDB0014832', 'DRUGBANK': 'DB00694', 'CHEMBL': 'CHEMBL178', 'MESH': 'D003630'}	C0011015
abacavir	('CHEBI', 'CHEBI:421707')	{'PUBCHEM': '441300', 'TEXT': 'ABC', 'CHEMBL': 'CHEMBL1380', 'CHEBI': 'CHEBI:421707', 'HMDB': 'HMDB0015182', 'CAS': '136470-78-5', 'DRUGBANK': 'DB01048'}	C0152244
emodin	('CHEBI', 'CHEBI:42223')	{'PUBCHEM': '3220', 'CHEBI': 'CHEBI:42223', 'DRUGBANK': 'DB07715', 'HMDB': 'HMDB0035214', 'CHEMBL': 'CHEMBL289277', 'MESH': 'D004642', 'CAS': '518-82-1', 'TEXT': 'emodin'}	C0013982
forskolin	('CHEBI', 'CHEBI:42471')	{'CHEBI': 'CHEBI:42471', 'TEXT': 'Forskolin', 'MESH': 'D005576', 'DRUGBANK': 'DB02587', 'CAS': '66428-89-5', 'PUBCHEM': '47936', 'CHEMBL': 'CHEMBL52606'}	C0917964
forskolin	('CHEBI', 'CHEBI:42471')	{'CHEBI': 'CHEBI:42471', 'TEXT': 'forskolin', 'MESH': 'D005576', 'DRUGBANK': 'DB02587', 'CAS': '66428-89-5', 'PUBCHEM': '47936', 'CHEMBL': 'CHEMBL52606'}	C0917964
flavone	('CHEBI', 'CHEBI:42491')	{'CHEBI': 'CHEBI:42491', 'TEXT': 'Flavone', 'DRUGBANK': 'DB07776', 'HMDB': 'HMDB0003075', 'CAS': '525-82-6', 'PUBCHEM': '10680', 'CHEMBL': 'CHEMBL275638'}	C0016219
flavone	('CHEBI', 'CHEBI:42491')	{'CHEBI': 'CHEBI:42491', 'TEXT': 'flavone', 'DRUGBANK': 'DB07776', 'HMDB': 'HMDB0003075', 'CAS': '525-82-6', 'PUBCHEM': '10680', 'CHEMBL': 'CHEMBL275638'}	C0016219
fisetin	('CHEBI', 'CHEBI:42567')	{'CHEBI': 'CHEBI:42567', 'PUBCHEM': '5281614', 'DRUGBANK': 'DB07795', 'CHEMBL': 'CHEMBL31574', 'CAS': '528-48-3', 'TEXT': 'fisetin'}	C0060397
N-methyl urea	('CHEBI', 'CHEBI:44383')	{'PUBCHEM': '11719', 'TEXT': 'methyl urea', 'CAS': '598-50-5', 'CHEBI': 'CHEBI:44383'}	C0041942
okadaic acid	('CHEBI', 'CHEBI:44658')	{'CHEBI': 'CHEBI:44658', 'PUBCHEM': '446512', 'DRUGBANK': 'DB02169', 'CHEMBL': 'CHEMBL280487', 'CAS': '78111-17-8', 'TEXT': 'OA'}	C0029408
hexadecane	('CHEBI', 'CHEBI:45296')	{'PUBCHEM': '11006', 'TEXT': 'CNS', 'CAS': '544-76-3', 'CHEBI': 'CHEBI:45296', 'HMDB': 'HMDB0033792', 'CHEMBL': 'CHEMBL134994'}	C3714787
digoxin	('CHEBI', 'CHEBI:4551')	{'CHEBI': 'CHEBI:4551', 'TEXT': 'digoxin', 'DRUGBANK': 'DB00390', 'HMDB': 'HMDB0001917', 'PUBCHEM': '2724385', 'MESH': 'D004077', 'CAS': '20830-75-5', 'CHEMBL': 'CHEMBL1751'}	C0012265
salicylhydroxamic acid	('CHEBI', 'CHEBI:45615')	{'PUBCHEM': '66644', 'TEXT': 'SHAM', 'DRUGBANK': 'DB03819', 'CHEBI': 'CHEBI:45615', 'CHEMBL': 'CHEMBL309339', 'CAS': '89-73-6'}	C0068899
imatinib	('CHEBI', 'CHEBI:45783')	{'PUBCHEM': '5291', 'HMS-LINCS': '10023', 'CHEBI': 'CHEBI:45783', 'DRUGBANK': 'DB00619', 'HMDB': 'HMDB0014757', 'LINCS': 'LSM-1023', 'CAS': '152459-95-5', 'CHEMBL': 'CHEMBL941', 'TEXT': 'imatinib'}	C0935989
paclitaxel	('CHEBI', 'CHEBI:45863')	{'CHEBI': 'CHEBI:45863', 'TEXT': 'Paclitaxel', 'HMS-LINCS': '10102', 'CHEMBL': 'CHEMBL428647', 'LINCS': 'LSM-1102', 'HMDB': 'HMDB0015360', 'MESH': 'D017239', 'CAS': '33069-62-4', 'PUBCHEM': '36314', 'DRUGBANK': 'DB01229'}	C0678133
paclitaxel	('CHEBI', 'CHEBI:45863')	{'CHEBI': 'CHEBI:45863', 'TEXT': 'paclitaxel', 'HMS-LINCS': '10102', 'CHEMBL': 'CHEMBL428647', 'LINCS': 'LSM-1102', 'HMDB': 'HMDB0015360', 'MESH': 'D017239', 'CAS': '33069-62-4', 'PUBCHEM': '36314', 'DRUGBANK': 'DB01229'}	C0678133
fluconazole	('CHEBI', 'CHEBI:46081')	{'CHEBI': 'CHEBI:46081', 'TEXT': 'fluconazole', 'PUBCHEM': '3365', 'DRUGBANK': 'DB00196', 'CHEMBL': 'CHEMBL106', 'HMDB': 'HMDB0014342', 'MESH': 'D015725', 'CAS': '86386-73-4'}	C0016277
paracetamol	('CHEBI', 'CHEBI:46195')	{'PUBCHEM': '1983', 'TEXT': 'APAP', 'CAS': '103-90-2', 'MESH': 'D000082', 'DRUGBANK': 'DB00316', 'CHEMBL': 'CHEMBL112', 'CHEBI': 'CHEBI:46195', 'HMDB': 'HMDB0001859'}	C0076994
paracetamol	('CHEBI', 'CHEBI:46195')	{'PUBCHEM': '1983', 'TEXT': 'triad', 'CAS': '103-90-2', 'MESH': 'D000082', 'DRUGBANK': 'DB00316', 'CHEMBL': 'CHEMBL112', 'CHEBI': 'CHEBI:46195', 'HMDB': 'HMDB0001859'}	C0076994
paracetamol	('CHEBI', 'CHEBI:46195')	{'PUBCHEM': '1983', 'TEXT': 'acetaminophen', 'CAS': '103-90-2', 'MESH': 'D000082', 'DRUGBANK': 'DB00316', 'CHEMBL': 'CHEMBL112', 'CHEBI': 'CHEBI:46195', 'HMDB': 'HMDB0001859'}	C0076994
diosmetin	('CHEBI', 'CHEBI:4630')	{'CHEBI': 'CHEBI:4630', 'PUBCHEM': '5281612', 'DRUGBANK': 'DB11259', 'HMDB': 'HMDB0029676', 'CAS': '520-34-3', 'CHEMBL': 'CHEMBL90568', 'TEXT': 'diosmetin'}	C0114217
QX-314	('CHEBI', 'CHEBI:46937')	{'CHEBI': 'CHEBI:46937', 'TEXT': 'QX-314', 'PUBCHEM': '3925', 'CAS': '21306-56-9', 'CHEMBL': 'CHEMBL1180496'}	C0072902
ouabain	('CHEBI', 'CHEBI:472805')	{'CHEBI': 'CHEBI:472805', 'TEXT': 'ouabain', 'CHEMBL': 'CHEMBL222863', 'PUBCHEM': '439501', 'MESH': 'D010042', 'CAS': '630-60-4', 'DRUGBANK': 'DB01092', 'HMDB': 'HMDB0015224'}	C0029904
ouabain	('CHEBI', 'CHEBI:472805')	{'CHEBI': 'CHEBI:472805', 'TEXT': 'Ouabain', 'CHEMBL': 'CHEMBL222863', 'PUBCHEM': '439501', 'MESH': 'D010042', 'CAS': '630-60-4', 'DRUGBANK': 'DB01092', 'HMDB': 'HMDB0015224'}	C0029904
diclofenac	('CHEBI', 'CHEBI:47381')	{'CHEBI': 'CHEBI:47381', 'TEXT': 'Diclofenac', 'CAS': '15307-86-5', 'CHEMBL': 'CHEMBL139', 'DRUGBANK': 'DB00586', 'HMDB': 'HMDB0014724', 'PUBCHEM': '3033', 'MESH': 'D004008'}	C0012091
ketoconazole	('CHEBI', 'CHEBI:47519')	{'CHEBI': 'CHEBI:47519', 'TEXT': 'ketoconazole', 'DRUGBANK': 'DB01026', 'CAS': '65277-42-1', 'MESH': 'D007654', 'CHEMBL': 'CHEMBL157101', 'PUBCHEM': '3823'}	C0022625
ellagic acid	('CHEBI', 'CHEBI:4775')	{'CHEBI': 'CHEBI:4775', 'TEXT': 'ellagic acid', 'HMS-LINCS': '10410', 'MESH': 'D004610', 'CAS': '476-66-4', 'CHEMBL': 'CHEMBL6246', 'HMDB': 'HMDB0002899', 'PUBCHEM': '5281855', 'DRUGBANK': 'DB08846'}	C0013900
sulforaphane	('CHEBI', 'CHEBI:47807')	{'CHEBI': 'CHEBI:47807', 'PUBCHEM': '5350', 'CHEMBL': 'CHEMBL48802', 'CAS': '4478-93-7', 'HMDB': 'HMDB0005792', 'TEXT': 'SFN'}	C0163159
3-piperideine	('CHEBI', 'CHEBI:47860')	{'PUBCHEM': '12750', 'TEXT': '1,2,3,6-tetrahydropyridine', 'CAS': '694-05-3', 'CHEBI': 'CHEBI:47860'}	C0740116
flavonoid	('CHEBI', 'CHEBI:47916')	{'CHEBI': 'CHEBI:47916', 'TEXT': 'flavonoid'}	C0596577
flavonoid	('CHEBI', 'CHEBI:47916')	{'CHEBI': 'CHEBI:47916', 'TEXT': 'Flavonoid'}	C0596577
--epigallocatechin 3-gallate	('CHEBI', 'CHEBI:4806')	{'PUBCHEM': '65064', 'TEXT': 'Epigallocatechin Gallate', 'CAS': '989-51-5', 'CHEMBL': 'CHEMBL297453', 'DRUGBANK': 'DB12116', 'HMS-LINCS': '10336', 'LINCS': 'LSM-5661', 'HMDB': 'HMDB0003153', 'CHEBI': 'CHEBI:4806'}	C0059438
--epigallocatechin 3-gallate	('CHEBI', 'CHEBI:4806')	{'PUBCHEM': '65064', 'TEXT': '(-)-epigallocatechin gallate', 'CAS': '989-51-5', 'CHEMBL': 'CHEMBL297453', 'DRUGBANK': 'DB12116', 'HMS-LINCS': '10336', 'LINCS': 'LSM-5661', 'HMDB': 'HMDB0003153', 'CHEBI': 'CHEBI:4806'}	C0059438
--epigallocatechin 3-gallate	('CHEBI', 'CHEBI:4806')	{'PUBCHEM': '65064', 'TEXT': 'EGCg', 'CAS': '989-51-5', 'CHEMBL': 'CHEMBL297453', 'DRUGBANK': 'DB12116', 'HMS-LINCS': '10336', 'LINCS': 'LSM-5661', 'HMDB': 'HMDB0003153', 'CHEBI': 'CHEBI:4806'}	C0059438
--epigallocatechin 3-gallate	('CHEBI', 'CHEBI:4806')	{'PUBCHEM': '65064', 'TEXT': 'Epigallocatechin gallate', 'CAS': '989-51-5', 'CHEMBL': 'CHEMBL297453', 'DRUGBANK': 'DB12116', 'HMS-LINCS': '10336', 'LINCS': 'LSM-5661', 'HMDB': 'HMDB0003153', 'CHEBI': 'CHEBI:4806'}	C0059438
--epigallocatechin 3-gallate	('CHEBI', 'CHEBI:4806')	{'PUBCHEM': '65064', 'TEXT': 'epigallocatechin gallate', 'CAS': '989-51-5', 'CHEMBL': 'CHEMBL297453', 'DRUGBANK': 'DB12116', 'HMS-LINCS': '10336', 'LINCS': 'LSM-5661', 'HMDB': 'HMDB0003153', 'CHEBI': 'CHEBI:4806'}	C0059438
disulfide	('CHEBI', 'CHEBI:48343')	{'CHEBI': 'CHEBI:48343', 'TEXT': 'disulfide'}	C0012771
angiotensin	('CHEBI', 'CHEBI:48433')	{'CHEBI': 'CHEBI:48433', 'TEXT': 'angiotensin'}	C0003018
ethambutol	('CHEBI', 'CHEBI:4877')	{'CHEBI': 'CHEBI:4877', 'TEXT': 'ethambutol', 'CAS': '74-55-5', 'MESH': 'D004977', 'CHEMBL': 'CHEMBL44884', 'DRUGBANK': 'DB00330', 'PUBCHEM': '14052', 'HMDB': 'HMDB0014474'}	C0014964
erythromycin	('CHEBI', 'CHEBI:48923')	{'CHEBI': 'CHEBI:48923', 'TEXT': 'erythromycin', 'CHEMBL': 'CHEMBL532', 'CAS': '114-07-8', 'DRUGBANK': 'DB00199', 'PUBCHEM': '12560', 'HMDB': 'HMDB0014344', 'MESH': 'D004917'}	C0014806
17alpha-ethynylestradiol	('CHEBI', 'CHEBI:4903')	{'PUBCHEM': '5991', 'TEXT': 'ethinylestradiol', 'MESH': 'D004997', 'CHEBI': 'CHEBI:4903', 'CAS': '57-63-6', 'HMDB': 'HMDB0001926', 'CHEMBL': 'CHEMBL691', 'DRUGBANK': 'DB00977'}	C0015011
etoposide	('CHEBI', 'CHEBI:4911')	{'PUBCHEM': '36462', 'CHEBI': 'CHEBI:4911', 'DRUGBANK': 'DB00773', 'HMS-LINCS': '10250', 'MESH': 'D005047', 'CAS': '33419-42-0', 'LINCS': 'LSM-6348', 'CHEMBL': 'CHEMBL44657', 'HMDB': 'HMDB0014911', 'TEXT': 'etoposide'}	C0015133
aluminium3+	('CHEBI', 'CHEBI:49470')	{'PUBCHEM': '104727', 'TEXT': 'al', 'CHEBI': 'CHEBI:49470', 'DRUGBANK': 'DB14519'}	C0202311
aluminium3+	('CHEBI', 'CHEBI:49470')	{'PUBCHEM': '104727', 'TEXT': 'AL', 'CHEBI': 'CHEBI:49470', 'DRUGBANK': 'DB14519'}	C0202311
Evodiamine	('CHEBI', 'CHEBI:4948')	{'CHEBI': 'CHEBI:4948', 'TEXT': 'Evodiamine', 'PUBCHEM': '442088', 'CAS': '518-17-2', 'CHEMBL': 'CHEMBL463165'}	C0082514
diazepam	('CHEBI', 'CHEBI:49575')	{'CHEBI': 'CHEBI:49575', 'TEXT': 'diazepam', 'MESH': 'D003975', 'HMDB': 'HMDB0014967', 'CHEMBL': 'CHEMBL12', 'PUBCHEM': '3016', 'CAS': '439-14-5', 'DRUGBANK': 'DB00829'}	C0012010
gefitinib	('CHEBI', 'CHEBI:49668')	{'PUBCHEM': '123631', 'CHEBI': 'CHEBI:49668', 'CAS': '184475-35-2', 'HMDB': 'HMDB0014462', 'CHEMBL': 'CHEMBL939', 'DRUGBANK': 'DB00317', 'HMS-LINCS': '10098', 'MESH': 'D000077156', 'LINCS': 'LSM-1098', 'TEXT': 'gefitinib'}	C1122962
dihydropyridine	('CHEBI', 'CHEBI:50075')	{'CHEBI': 'CHEBI:50075', 'TEXT': 'dihydropyridine', 'MESH': 'D004095'}	C0012315
estrogen	('CHEBI', 'CHEBI:50114')	{'CHEBI': 'CHEBI:50114', 'TEXT': 'estrogen'}	C0014939
naringenin	('CHEBI', 'CHEBI:50202')	{'CHEBI': 'CHEBI:50202', 'TEXT': 'naringenin', 'CHEMBL': 'CHEMBL32571', 'HMDB': 'HMDB0128074', 'PUBCHEM': '932'}	C0068450
oligosaccharide	('CHEBI', 'CHEBI:50699')	{'CHEBI': 'CHEBI:50699', 'TEXT': 'oligosaccharide', 'MESH': 'D009844'}	C0028959
nutraceutical	('CHEBI', 'CHEBI:50733')	{'CHEBI': 'CHEBI:50733', 'TEXT': 'nutraceutical'}	C1518478
flavonol	('CHEBI', 'CHEBI:5078')	{'CHEBI': 'CHEBI:5078', 'TEXT': 'flavonol', 'PUBCHEM': '11349', 'HMDB': 'HMDB0031816', 'CAS': '577-85-5', 'CHEMBL': 'CHEMBL294009'}	C0060444
nanoparticle	('CHEBI', 'CHEBI:50803')	{'CHEBI': 'CHEBI:50803', 'TEXT': 'nanoparticle'}	C1450054
thiazolidinediones	('CHEBI', 'CHEBI:50990')	{'MESH': 'D045162', 'CHEBI': 'CHEBI:50990', 'TEXT': 'thiazolidinediones'}	C1257987
fluoxetine	('CHEBI', 'CHEBI:5118')	{'CHEBI': 'CHEBI:5118', 'TEXT': 'fluoxetine', 'CAS': '54910-89-3', 'CHEMBL': 'CHEMBL41', 'DRUGBANK': 'DB00472', 'PUBCHEM': '3386', 'HMDB': 'HMDB0014615', 'MESH': 'D005473'}	C0016365
flutamide	('CHEBI', 'CHEBI:5132')	{'CHEBI': 'CHEBI:5132', 'TEXT': 'flutamide', 'CAS': '13311-84-7', 'MESH': 'D005485', 'DRUGBANK': 'DB00499', 'HMDB': 'HMDB0014642', 'PUBCHEM': '3397', 'CHEMBL': 'CHEMBL806'}	C0016384
methyl pyruvate	('CHEBI', 'CHEBI:51850')	{'CHEBI': 'CHEBI:51850', 'TEXT': 'methyl pyruvate', 'PUBCHEM': '11748', 'CAS': '600-22-6', 'CHEMBL': 'CHEMBL3185405'}	C0536667
fucoxanthin	('CHEBI', 'CHEBI:5186')	{'CHEBI': 'CHEBI:5186', 'TEXT': 'Fucoxanthin', 'PUBCHEM': '5281239', 'CAS': '3351-86-8', 'HMDB': 'HMDB0002741'}	C0060808
fucoxanthin	('CHEBI', 'CHEBI:5186')	{'CHEBI': 'CHEBI:5186', 'TEXT': 'fucoxanthin', 'PUBCHEM': '5281239', 'CAS': '3351-86-8', 'HMDB': 'HMDB0002741'}	C0060808
ligand	('CHEBI', 'CHEBI:52214')	{'CHEBI': 'CHEBI:52214', 'TEXT': 'ligand', 'MESH': 'D008024'}	C0023688
mitogen	('CHEBI', 'CHEBI:52290')	{'CHEBI': 'CHEBI:52290', 'TEXT': 'mitogen', 'MESH': 'D008934'}	C0026249
cytochalasin D	('CHEBI', 'CHEBI:529996')	{'CHEBI': 'CHEBI:529996', 'TEXT': 'cytochalasin D', 'MESH': 'D015638', 'PUBCHEM': '44715324', 'CAS': '22144-77-0'}	C0010738
3-4,5-dimethylthiazol-2-yl-2,5-diphenyltetrazolium bromide	('CHEBI', 'CHEBI:53233')	{'PUBCHEM': '64965', 'TEXT': 'MTT', 'CAS': '298-93-1', 'CHEBI': 'CHEBI:53233'}	C0647210
glyburide	('CHEBI', 'CHEBI:5441')	{'PUBCHEM': '3488', 'TEXT': 'Glibenclamide', 'CHEBI': 'CHEBI:5441', 'CHEMBL': 'CHEMBL472', 'DRUGBANK': 'DB01016', 'HMDB': 'HMDB0015151', 'MESH': 'D005905', 'CAS': '10238-21-8'}	C0017628
haloperidol	('CHEBI', 'CHEBI:5613')	{'CHEBI': 'CHEBI:5613', 'TEXT': 'haloperidol', 'MESH': 'D006220', 'CHEMBL': 'CHEMBL54', 'PUBCHEM': '3559', 'HMDB': 'HMDB0014645', 'CAS': '52-86-8', 'DRUGBANK': 'DB00502'}	C0018546
malonaldehyde	('CHEBI', 'CHEBI:566274')	{'PUBCHEM': '10964', 'TEXT': 'MDA', 'HMDB': 'HMDB0006112', 'DRUGBANK': 'DB03057', 'CHEMBL': 'CHEMBL446036', 'CHEBI': 'CHEBI:566274', 'CAS': '542-78-9', 'MESH': 'D008315'}	C0000379
herbimycin	('CHEBI', 'CHEBI:5674')	{'CHEBI': 'CHEBI:5674', 'TEXT': 'herbimycin', 'PUBCHEM': '5311102', 'CHEMBL': 'CHEMBL480499', 'CAS': '70563-58-5'}	C0062565
atovaquone	('CHEBI', 'CHEBI:575568')	{'CHEBI': 'CHEBI:575568', 'TEXT': 'atovaquone', 'HMDB': 'HMDB0015249', 'CHEMBL': 'CHEMBL1450', 'MESH': 'D053626', 'CAS': '95233-18-4', 'PUBCHEM': '74989', 'DRUGBANK': 'DB01117'}	C0165603
alginate	('CHEBI', 'CHEBI:58187')	{'CHEBI': 'CHEBI:58187', 'TEXT': 'alginate', 'PUBCHEM': '91666324'}	C0102137
ibuprofen	('CHEBI', 'CHEBI:5855')	{'CHEBI': 'CHEBI:5855', 'TEXT': 'ibuprofen', 'MESH': 'D007052', 'CAS': '15687-27-1', 'DRUGBANK': 'DB01050', 'CHEMBL': 'CHEMBL521', 'HMDB': 'HMDB0001925', 'PUBCHEM': '3672'}	C0020740
neohesperidin	('CHEBI', 'CHEBI:59016')	{'CHEBI': 'CHEBI:59016', 'TEXT': 'Neohesperidin', 'CHEMBL': 'CHEMBL506398', 'HMDB': 'HMDB0030748', 'CAS': '13241-33-3', 'PUBCHEM': '442439'}	C2742194
Ac-Asp-Glu-Val-Asp-H	('CHEBI', 'CHEBI:59385')	{'PUBCHEM': '644345', 'TEXT': 'Ac-DEVD-CHO', 'CHEMBL': 'CHEMBL417149', 'CHEBI': 'CHEBI:59385'}	C0388991
isoflurane	('CHEBI', 'CHEBI:6015')	{'PUBCHEM': '3763', 'CHEBI': 'CHEBI:6015', 'CHEMBL': 'CHEMBL1256', 'MESH': 'D007530', 'HMDB': 'HMDB0014891', 'CAS': '26675-46-7', 'DRUGBANK': 'DB00753', 'TEXT': 'isoflurane'}	C0022180
phosphatidylinositol trisphosphate	('CHEBI', 'CHEBI:60169')	{'MESH': 'C060974', 'CHEBI': 'CHEBI:60169', 'TEXT': 'PIP3'}	C3640702
NMDA receptor antagonist	('CHEBI', 'CHEBI:60643')	{'CHEBI': 'CHEBI:60643', 'TEXT': 'NMDA receptor antagonist'}	C3536824
itraconazole	('CHEBI', 'CHEBI:6076')	{'CHEBI': 'CHEBI:6076', 'TEXT': 'itraconazole', 'PUBCHEM': '55283', 'CHEMBL': 'CHEMBL22587', 'MESH': 'D017964', 'DRUGBANK': 'DB01167', 'HMDB': 'HMDB0015298'}	C0064113
EC 3.5.1.98 histone deacetylase inhibitor	('CHEBI', 'CHEBI:61115')	{'CHEBI': 'CHEBI:61115', 'MESH': 'D056572', 'TEXT': 'HDAC inhibitor'}	C1512474
isopropyl beta-D-thiogalactopyranoside	('CHEBI', 'CHEBI:61448')	{'PUBCHEM': '656894', 'TEXT': 'IPTG', 'MESH': 'D007544', 'DRUGBANK': 'DB01862', 'CAS': '367-93-1', 'CHEBI': 'CHEBI:61448'}	C0022239
lecithin	('CHEBI', 'CHEBI:61995')	{'CHEBI': 'CHEBI:61995', 'TEXT': 'lecithin'}	C0031617
Aroclor 1254	('CHEBI', 'CHEBI:63933')	{'CHEBI': 'CHEBI:63933', 'TEXT': 'Aroclor 1254', 'CAS': '11097-69-1', 'MESH': 'D020111'}	C0052391
ionomycin	('CHEBI', 'CHEBI:63954')	{'CHEBI': 'CHEBI:63954', 'TEXT': 'ionomycin', 'MESH': 'D015759', 'CHEMBL': 'CHEMBL501617', 'CAS': '56092-81-0', 'PUBCHEM': '6912226'}	C0022020
2R,3S,4S-leucodelphinidin	('CHEBI', 'CHEBI:6417')	{'PUBCHEM': '440835', 'TEXT': 'leucodelphinidin', 'CHEBI': 'CHEBI:6417'}	C0284145
